2025-02-24  *12:26:52,16QAM,frequency1:1G,frequency2:5G,memory depth:5,,
Transformer,0.002893,-25.385859,,,,
Informer,0.005065,-22.95408,,,,
2025-02-24  *12:53:33,16QAM,frequency1:1G,frequency2:5G,memory depth:10,,
Transformer,0.003112,-25.069042,,,,
Informer,0.007545,-21.223495,,,,
2025-02-24  *13:26:06,16QAM,frequency1:2G,frequency2:10G,memory depth:5,,
Transformer,0.005971,-22.239382,,,,
Informer,0.007575,-21.206415,,,,
2025-02-24  *14:17:20,16QAM,frequency1:2G,frequency2:10G,memory depth:10,,
Transformer,0.005852,-22.327002,,,,
Informer,0.009009,-20.453209,,,,
2025-02-24  *15:13:27,16QAM,frequency1:4G,frequency2:20G,memory depth:5,,
Transformer,0.043093,-13.655928,,,,
Informer,0.043377,-13.627398,,,,
2025-02-24  *16:11:12,16QAM,frequency1:4G,frequency2:20G,memory depth:10,,
Transformer,0.027293,-15.639498,,,,
Informer,0.028468,-15.456377,,,,
